"id","season","city","match_type","team1","team2","toss_winner","toss_decision","venue","team1_win_pct","team2_win_pct","venue_avg_score","winner"
1254071,"2021","Chennai","League","Punjab Kings","Sunrisers Hyderabad","Punjab Kings","bat","MA Chidambaram Stadium",45.53,48.35,164,"Sunrisers Hyderabad"
1254072,"2021","Mumbai","League","Chennai Super Kings","Kolkata Knight Riders","Kolkata Knight Riders","field","Wankhede Stadium",58.23,52.19,170,"Chennai Super Kings"
1254073,"2021","Mumbai","League","Rajasthan Royals","Royal Challengers Bengaluru","Royal Challengers Bengaluru","field","Wankhede Stadium",51.14,48.81,170,"Royal Challengers Bengaluru"
1254074,"2021","Chennai","League","Mumbai Indians","Punjab Kings","Punjab Kings","field","MA Chidambaram Stadium",55.17,45.53,164,"Punjab Kings"
1254075,"2021","Mumbai","League","Kolkata Knight Riders","Rajasthan Royals","Rajasthan Royals","field","Wankhede Stadium",52.19,51.14,170,"Rajasthan Royals"
1254076,"2021","Mumbai","League","Chennai Super Kings","Royal Challengers Bengaluru","Chennai Super Kings","bat","Wankhede Stadium",58.23,48.81,170,"Chennai Super Kings"
1254077,"2021","Chennai","League","Delhi Capitals","Sunrisers Hyderabad","Delhi Capitals","bat","MA Chidambaram Stadium",46.00,48.35,164,"Delhi Capitals"
1254078,"2021","Ahmedabad","League","Punjab Kings","Kolkata Knight Riders","Kolkata Knight Riders","field","Narendra Modi Stadium, Ahmedabad",45.53,52.19,176,"Kolkata Knight Riders"
1254079,"2021","Ahmedabad","League","Royal Challengers Bengaluru","Delhi Capitals","Delhi Capitals","field","Narendra Modi Stadium, Ahmedabad",48.81,46.00,176,"Royal Challengers Bengaluru"
1254080,"2021","Delhi","League","Sunrisers Hyderabad","Chennai Super Kings","Sunrisers Hyderabad","bat","Arun Jaitley Stadium",48.35,58.23,185,"Chennai Super Kings"
1254081,"2021","Delhi","League","Rajasthan Royals","Mumbai Indians","Mumbai Indians","field","Arun Jaitley Stadium",51.14,55.17,185,"Mumbai Indians"
1254082,"2021","Ahmedabad","League","Kolkata Knight Riders","Delhi Capitals","Delhi Capitals","field","Narendra Modi Stadium, Ahmedabad",52.19,46.00,176,"Delhi Capitals"
1254083,"2021","Ahmedabad","League","Punjab Kings","Royal Challengers Bengaluru","Royal Challengers Bengaluru","field","Narendra Modi Stadium, Ahmedabad",45.53,48.81,176,"Punjab Kings"
1254084,"2021","Delhi","League","Chennai Super Kings","Mumbai Indians","Mumbai Indians","field","Arun Jaitley Stadium",58.23,55.17,185,"Mumbai Indians"
1254085,"2021","Delhi","League","Rajasthan Royals","Sunrisers Hyderabad","Sunrisers Hyderabad","field","Arun Jaitley Stadium",51.14,48.35,185,"Rajasthan Royals"
1254086,"2021","Ahmedabad","League","Punjab Kings","Delhi Capitals","Delhi Capitals","field","Narendra Modi Stadium, Ahmedabad",45.53,46.00,176,"Delhi Capitals"
1254087,"2021","Abu Dhabi","League","Royal Challengers Bengaluru","Kolkata Knight Riders","Royal Challengers Bengaluru","bat","Zayed Cricket Stadium",48.81,52.19,159,"Kolkata Knight Riders"
1254088,"2021","Abu Dhabi","League","Mumbai Indians","Sunrisers Hyderabad","Mumbai Indians","bat","Zayed Cricket Stadium",55.17,48.35,159,"Mumbai Indians"
1254089,"2021","Abu Dhabi","League","Chennai Super Kings","Rajasthan Royals","Rajasthan Royals","field","Zayed Cricket Stadium",58.23,51.14,159,"Rajasthan Royals"
1254090,"2021","Sharjah","League","Royal Challengers Bengaluru","Punjab Kings","Royal Challengers Bengaluru","bat","Sharjah Cricket Stadium",48.81,45.53,159,"Royal Challengers Bengaluru"
1254091,"2021","Sharjah","League","Sunrisers Hyderabad","Chennai Super Kings","Chennai Super Kings","field","Sharjah Cricket Stadium",48.35,58.23,159,"Chennai Super Kings"
1254092,"2021","Sharjah","League","Delhi Capitals","Kolkata Knight Riders","Kolkata Knight Riders","field","Sharjah Cricket Stadium",46.00,52.19,159,"Kolkata Knight Riders"
1254093,"2021","Sharjah","League","Rajasthan Royals","Mumbai Indians","Mumbai Indians","field","Sharjah Cricket Stadium",51.14,55.17,159,"Mumbai Indians"
1254094,"2021","Dubai","League","Chennai Super Kings","Punjab Kings","Punjab Kings","field","Dubai International Cricket Stadium",58.23,45.53,164,"Punjab Kings"
1254095,"2021","Abu Dhabi","League","Sunrisers Hyderabad","Royal Challengers Bengaluru","Royal Challengers Bengaluru","field","Zayed Cricket Stadium",48.35,48.81,159,"Sunrisers Hyderabad"
1254096,"2021","Abu Dhabi","League","Mumbai Indians","Kolkata Knight Riders","Kolkata Knight Riders","field","Zayed Cricket Stadium",55.17,52.19,159,"Kolkata Knight Riders"
1254097,"2021","Abu Dhabi","League","Delhi Capitals","Rajasthan Royals","Rajasthan Royals","field","Zayed Cricket Stadium",46.00,51.14,159,"Delhi Capitals"
1254098,"2021","Abu Dhabi","League","Kolkata Knight Riders","Chennai Super Kings","Kolkata Knight Riders","bat","Zayed Cricket Stadium",52.19,58.23,159,"Chennai Super Kings"
1254099,"2021","Abu Dhabi","League","Punjab Kings","Mumbai Indians","Mumbai Indians","field","Zayed Cricket Stadium",45.53,55.17,159,"Mumbai Indians"
1254100,"2021","Dubai","League","Rajasthan Royals","Sunrisers Hyderabad","Rajasthan Royals","bat","Dubai International Cricket Stadium",51.14,48.35,164,"Sunrisers Hyderabad"
1254101,"2021","Dubai","League","Delhi Capitals","Royal Challengers Bengaluru","Royal Challengers Bengaluru","field","Dubai International Cricket Stadium",46.00,48.81,164,"Royal Challengers Bengaluru"
1254102,"2021","Dubai","League","Kolkata Knight Riders","Punjab Kings","Punjab Kings","field","Dubai International Cricket Stadium",52.19,45.53,164,"Punjab Kings"
1254103,"2021","Dubai","League","Rajasthan Royals","Royal Challengers Bengaluru","Royal Challengers Bengaluru","field","Dubai International Cricket Stadium",51.14,48.81,164,"Royal Challengers Bengaluru"
1254104,"2021","Dubai","League","Chennai Super Kings","Mumbai Indians","Chennai Super Kings","bat","Dubai International Cricket Stadium",58.23,55.17,164,"Chennai Super Kings"
1254105,"2021","Dubai","League","Sunrisers Hyderabad","Delhi Capitals","Sunrisers Hyderabad","bat","Dubai International Cricket Stadium",48.35,46.00,164,"Delhi Capitals"
1254106,"2021","Sharjah","League","Kolkata Knight Riders","Rajasthan Royals","Rajasthan Royals","field","Sharjah Cricket Stadium",52.19,51.14,159,"Kolkata Knight Riders"
1254107,"2021","Sharjah","League","Punjab Kings","Sunrisers Hyderabad","Sunrisers Hyderabad","field","Sharjah Cricket Stadium",45.53,48.35,159,"Punjab Kings"
1254108,"2021","Dubai","League","Royal Challengers Bengaluru","Mumbai Indians","Mumbai Indians","field","Dubai International Cricket Stadium",48.81,55.17,164,"Royal Challengers Bengaluru"
1254109,"2021","Dubai","League","Sunrisers Hyderabad","Kolkata Knight Riders","Sunrisers Hyderabad","bat","Dubai International Cricket Stadium",48.35,52.19,164,"Kolkata Knight Riders"
1254110,"2021","Dubai","League","Chennai Super Kings","Delhi Capitals","Delhi Capitals","field","Dubai International Cricket Stadium",58.23,46.00,164,"Delhi Capitals"
1254111,"2021","Dubai","League","Rajasthan Royals","Punjab Kings","Punjab Kings","field","Dubai International Cricket Stadium",51.14,45.53,164,"Rajasthan Royals"
1254112,"2021","Sharjah","League","Mumbai Indians","Delhi Capitals","Delhi Capitals","field","Sharjah Cricket Stadium",55.17,46.00,159,"Delhi Capitals"
1254113,"2021","Sharjah","League","Royal Challengers Bengaluru","Chennai Super Kings","Chennai Super Kings","field","Sharjah Cricket Stadium",48.81,58.23,159,"Chennai Super Kings"
1254114,"2021","Dubai","Qualifier 1","Delhi Capitals","Chennai Super Kings","Chennai Super Kings","field","Dubai International Cricket Stadium",46.00,58.23,164,"Chennai Super Kings"
1254115,"2021","Sharjah","Eliminator","Royal Challengers Bengaluru","Kolkata Knight Riders","Royal Challengers Bengaluru","bat","Sharjah Cricket Stadium",48.81,52.19,159,"Kolkata Knight Riders"
1254116,"2021","Sharjah","Qualifier 2","Delhi Capitals","Kolkata Knight Riders","Kolkata Knight Riders","field","Sharjah Cricket Stadium",46.00,52.19,159,"Kolkata Knight Riders"
1254117,"2021","Dubai","Final","Chennai Super Kings","Kolkata Knight Riders","Kolkata Knight Riders","field","Dubai International Cricket Stadium",58.23,52.19,164,"Chennai Super Kings"
1304047,"2022","Mumbai","League","Chennai Super Kings","Kolkata Knight Riders","Kolkata Knight Riders","field","Wankhede Stadium",58.23,52.19,170,"Kolkata Knight Riders"
1304048,"2022","Mumbai","League","Mumbai Indians","Delhi Capitals","Delhi Capitals","field","Brabourne Stadium",55.17,46.00,179,"Delhi Capitals"
1304049,"2022","Mumbai","League","Royal Challengers Bengaluru","Punjab Kings","Punjab Kings","field","Dr DY Patil Sports Academy",48.81,45.53,160,"Punjab Kings"
1304050,"2022","Mumbai","League","Lucknow Super Giants","Gujarat Titans","Gujarat Titans","field","Wankhede Stadium",55.81,62.22,170,"Gujarat Titans"
1304051,"2022","Pune","League","Rajasthan Royals","Sunrisers Hyderabad","Sunrisers Hyderabad","field","Maharashtra Cricket Association Stadium",51.14,48.35,168,"Rajasthan Royals"
1304052,"2022","Mumbai","League","Kolkata Knight Riders","Royal Challengers Bengaluru","Royal Challengers Bengaluru","field","Dr DY Patil Sports Academy",52.19,48.81,160,"Royal Challengers Bengaluru"
1304053,"2022","Mumbai","League","Chennai Super Kings","Lucknow Super Giants","Lucknow Super Giants","field","Brabourne Stadium",58.23,55.81,179,"Lucknow Super Giants"
1304054,"2022","Mumbai","League","Punjab Kings","Kolkata Knight Riders","Kolkata Knight Riders","field","Wankhede Stadium",45.53,52.19,170,"Kolkata Knight Riders"
1304055,"2022","Mumbai","League","Rajasthan Royals","Mumbai Indians","Mumbai Indians","field","Dr DY Patil Sports Academy",51.14,55.17,160,"Rajasthan Royals"
1304056,"2022","Pune","League","Gujarat Titans","Delhi Capitals","Delhi Capitals","field","Maharashtra Cricket Association Stadium",62.22,46.00,168,"Gujarat Titans"
1304057,"2022","Mumbai","League","Punjab Kings","Chennai Super Kings","Chennai Super Kings","field","Brabourne Stadium",45.53,58.23,179,"Punjab Kings"
1304058,"2022","Mumbai","League","Lucknow Super Giants","Sunrisers Hyderabad","Sunrisers Hyderabad","field","Dr DY Patil Sports Academy",55.81,48.35,160,"Lucknow Super Giants"
1304059,"2022","Mumbai","League","Rajasthan Royals","Royal Challengers Bengaluru","Royal Challengers Bengaluru","field","Wankhede Stadium",51.14,48.81,170,"Royal Challengers Bengaluru"
1304060,"2022","Pune","League","Mumbai Indians","Kolkata Knight Riders","Kolkata Knight Riders","field","Maharashtra Cricket Association Stadium",55.17,52.19,168,"Kolkata Knight Riders"
1304061,"2022","Mumbai","League","Delhi Capitals","Lucknow Super Giants","Lucknow Super Giants","field","Dr DY Patil Sports Academy",46.00,55.81,160,"Lucknow Super Giants"
1304062,"2022","Mumbai","League","Punjab Kings","Gujarat Titans","Gujarat Titans","field","Brabourne Stadium",45.53,62.22,179,"Gujarat Titans"
1304063,"2022","Mumbai","League","Chennai Super Kings","Sunrisers Hyderabad","Sunrisers Hyderabad","field","Dr DY Patil Sports Academy",58.23,48.35,160,"Sunrisers Hyderabad"
1304064,"2022","Pune","League","Mumbai Indians","Royal Challengers Bengaluru","Royal Challengers Bengaluru","field","Maharashtra Cricket Association Stadium",55.17,48.81,168,"Royal Challengers Bengaluru"
1304065,"2022","Mumbai","League","Delhi Capitals","Kolkata Knight Riders","Kolkata Knight Riders","field","Brabourne Stadium",46.00,52.19,179,"Delhi Capitals"
1304066,"2022","Mumbai","League","Rajasthan Royals","Lucknow Super Giants","Lucknow Super Giants","field","Wankhede Stadium",51.14,55.81,170,"Rajasthan Royals"
1304067,"2022","Mumbai","League","Gujarat Titans","Sunrisers Hyderabad","Sunrisers Hyderabad","field","Dr DY Patil Sports Academy",62.22,48.35,160,"Sunrisers Hyderabad"
1304068,"2022","Mumbai","League","Chennai Super Kings","Royal Challengers Bengaluru","Royal Challengers Bengaluru","field","Dr DY Patil Sports Academy",58.23,48.81,160,"Chennai Super Kings"
1304069,"2022","Pune","League","Punjab Kings","Mumbai Indians","Mumbai Indians","field","Maharashtra Cricket Association Stadium",45.53,55.17,168,"Punjab Kings"
1304070,"2022","Mumbai","League","Gujarat Titans","Rajasthan Royals","Rajasthan Royals","field","Dr DY Patil Sports Academy",62.22,51.14,160,"Gujarat Titans"
1304071,"2022","Mumbai","League","Kolkata Knight Riders","Sunrisers Hyderabad","Sunrisers Hyderabad","field","Brabourne Stadium",52.19,48.35,179,"Sunrisers Hyderabad"
1304072,"2022","Mumbai","League","Lucknow Super Giants","Mumbai Indians","Mumbai Indians","field","Brabourne Stadium",55.81,55.17,179,"Lucknow Super Giants"
1304073,"2022","Mumbai","League","Royal Challengers Bengaluru","Delhi Capitals","Delhi Capitals","field","Wankhede Stadium",48.81,46.00,170,"Royal Challengers Bengaluru"
1304074,"2022","Mumbai","League","Punjab Kings","Sunrisers Hyderabad","Sunrisers Hyderabad","field","Dr DY Patil Sports Academy",45.53,48.35,160,"Sunrisers Hyderabad"
1304075,"2022","Pune","League","Chennai Super Kings","Gujarat Titans","Gujarat Titans","field","Maharashtra Cricket Association Stadium",58.23,62.22,168,"Gujarat Titans"
1304076,"2022","Mumbai","League","Rajasthan Royals","Kolkata Knight Riders","Kolkata Knight Riders","field","Brabourne Stadium",51.14,52.19,179,"Rajasthan Royals"
1304077,"2022","Mumbai","League","Royal Challengers Bengaluru","Lucknow Super Giants","Lucknow Super Giants","field","Dr DY Patil Sports Academy",48.81,55.81,160,"Royal Challengers Bengaluru"
1304078,"2022","Mumbai","League","Punjab Kings","Delhi Capitals","Delhi Capitals","field","Brabourne Stadium",45.53,46.00,179,"Delhi Capitals"
1304079,"2022","Navi Mumbai","League","Mumbai Indians","Chennai Super Kings","Chennai Super Kings","field","Dr DY Patil Sports Academy",55.17,58.23,160,"Chennai Super Kings"
1304080,"2022","Mumbai","League","Rajasthan Royals","Delhi Capitals","Delhi Capitals","field","Wankhede Stadium",51.14,46.00,170,"Rajasthan Royals"
1304081,"2022","Navi Mumbai","League","Gujarat Titans","Kolkata Knight Riders","Gujarat Titans","bat","Dr DY Patil Sports Academy",62.22,52.19,160,"Gujarat Titans"
1304082,"2022","Mumbai","League","Royal Challengers Bengaluru","Sunrisers Hyderabad","Sunrisers Hyderabad","field","Brabourne Stadium",48.81,48.35,179,"Sunrisers Hyderabad"
1304083,"2022","Mumbai","League","Lucknow Super Giants","Mumbai Indians","Mumbai Indians","field","Wankhede Stadium",55.81,55.17,170,"Lucknow Super Giants"
1304084,"2022","Mumbai","League","Punjab Kings","Chennai Super Kings","Chennai Super Kings","field","Wankhede Stadium",45.53,58.23,170,"Punjab Kings"
1304085,"2022","Pune","League","Rajasthan Royals","Royal Challengers Bengaluru","Royal Challengers Bengaluru","field","Maharashtra Cricket Association Stadium",51.14,48.81,168,"Rajasthan Royals"
1304086,"2022","Mumbai","League","Sunrisers Hyderabad","Gujarat Titans","Gujarat Titans","field","Wankhede Stadium",48.35,62.22,170,"Gujarat Titans"
1304087,"2022","Mumbai","League","Kolkata Knight Riders","Delhi Capitals","Delhi Capitals","field","Wankhede Stadium",52.19,46.00,170,"Delhi Capitals"
1304088,"2022","Pune","League","Lucknow Super Giants","Punjab Kings","Punjab Kings","field","Maharashtra Cricket Association Stadium",55.81,45.53,168,"Lucknow Super Giants"
1304089,"2022","Mumbai","League","Royal Challengers Bengaluru","Gujarat Titans","Royal Challengers Bengaluru","bat","Brabourne Stadium",48.81,62.22,179,"Gujarat Titans"
1304090,"2022","Navi Mumbai","League","Rajasthan Royals","Mumbai Indians","Mumbai Indians","field","Dr DY Patil Sports Academy",51.14,55.17,160,"Mumbai Indians"
1304091,"2022","Mumbai","League","Lucknow Super Giants","Delhi Capitals","Lucknow Super Giants","bat","Wankhede Stadium",55.81,46.00,170,"Lucknow Super Giants"
1304092,"2022","Pune","League","Chennai Super Kings","Sunrisers Hyderabad","Sunrisers Hyderabad","field","Maharashtra Cricket Association Stadium",58.23,48.35,168,"Chennai Super Kings"
1304093,"2022","Mumbai","League","Rajasthan Royals","Kolkata Knight Riders","Kolkata Knight Riders","field","Wankhede Stadium",51.14,52.19,170,"Kolkata Knight Riders"
1304094,"2022","Navi Mumbai","League","Gujarat Titans","Punjab Kings","Gujarat Titans","bat","Dr DY Patil Sports Academy",62.22,45.53,160,"Punjab Kings"
1304095,"2022","Pune","League","Royal Challengers Bengaluru","Chennai Super Kings","Chennai Super Kings","field","Maharashtra Cricket Association Stadium",48.81,58.23,168,"Royal Challengers Bengaluru"
1304096,"2022","Mumbai","League","Delhi Capitals","Sunrisers Hyderabad","Sunrisers Hyderabad","field","Brabourne Stadium",46.00,48.35,179,"Delhi Capitals"
1304097,"2022","Mumbai","League","Mumbai Indians","Gujarat Titans","Gujarat Titans","field","Brabourne Stadium",55.17,62.22,179,"Mumbai Indians"
1304098,"2022","Mumbai","League","Punjab Kings","Rajasthan Royals","Punjab Kings","bat","Wankhede Stadium",45.53,51.14,170,"Rajasthan Royals"
1304099,"2022","Pune","League","Lucknow Super Giants","Kolkata Knight Riders","Kolkata Knight Riders","field","Maharashtra Cricket Association Stadium",55.81,52.19,168,"Lucknow Super Giants"
1304100,"2022","Mumbai","League","Royal Challengers Bengaluru","Sunrisers Hyderabad","Royal Challengers Bengaluru","bat","Wankhede Stadium",48.81,48.35,170,"Royal Challengers Bengaluru"
1304101,"2022","Navi Mumbai","League","Chennai Super Kings","Delhi Capitals","Delhi Capitals","field","Dr DY Patil Sports Academy",58.23,46.00,160,"Chennai Super Kings"
1304102,"2022","Navi Mumbai","League","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","field","Dr DY Patil Sports Academy",52.19,55.17,160,"Kolkata Knight Riders"
1304103,"2022","Pune","League","Gujarat Titans","Lucknow Super Giants","Gujarat Titans","bat","Maharashtra Cricket Association Stadium",62.22,55.81,168,"Gujarat Titans"
1304104,"2022","Navi Mumbai","League","Rajasthan Royals","Delhi Capitals","Delhi Capitals","field","Dr DY Patil Sports Academy",51.14,46.00,160,"Delhi Capitals"
1304105,"2022","Mumbai","League","Chennai Super Kings","Mumbai Indians","Mumbai Indians","field","Wankhede Stadium",58.23,55.17,170,"Mumbai Indians"
1304106,"2022","Mumbai","League","Punjab Kings","Royal Challengers Bengaluru","Royal Challengers Bengaluru","field","Brabourne Stadium",45.53,48.81,179,"Punjab Kings"
1304107,"2022","Pune","League","Kolkata Knight Riders","Sunrisers Hyderabad","Kolkata Knight Riders","bat","Maharashtra Cricket Association Stadium",52.19,48.35,168,"Kolkata Knight Riders"
1304108,"2022","Mumbai","League","Chennai Super Kings","Gujarat Titans","Chennai Super Kings","bat","Wankhede Stadium",58.23,62.22,170,"Gujarat Titans"
1304109,"2022","Mumbai","League","Rajasthan Royals","Lucknow Super Giants","Rajasthan Royals","bat","Brabourne Stadium",51.14,55.81,179,"Rajasthan Royals"
1304110,"2022","Navi Mumbai","League","Delhi Capitals","Punjab Kings","Punjab Kings","field","Dr DY Patil Sports Academy",46.00,45.53,160,"Delhi Capitals"
1304111,"2022","Mumbai","League","Sunrisers Hyderabad","Mumbai Indians","Mumbai Indians","field","Wankhede Stadium",48.35,55.17,170,"Sunrisers Hyderabad"
1304112,"2022","Navi Mumbai","League","Lucknow Super Giants","Kolkata Knight Riders","Lucknow Super Giants","bat","Dr DY Patil Sports Academy",55.81,52.19,160,"Lucknow Super Giants"
1304113,"2022","Mumbai","League","Gujarat Titans","Royal Challengers Bengaluru","Gujarat Titans","bat","Wankhede Stadium",62.22,48.81,170,"Royal Challengers Bengaluru"
1304114,"2022","Mumbai","League","Chennai Super Kings","Rajasthan Royals","Chennai Super Kings","bat","Brabourne Stadium",58.23,51.14,179,"Rajasthan Royals"
1304115,"2022","Mumbai","League","Delhi Capitals","Mumbai Indians","Mumbai Indians","field","Wankhede Stadium",46.00,55.17,170,"Mumbai Indians"
1304116,"2022","Mumbai","League","Sunrisers Hyderabad","Punjab Kings","Sunrisers Hyderabad","bat","Wankhede Stadium",48.35,45.53,170,"Punjab Kings"
1312197,"2022","Kolkata","Qualifier 1","Rajasthan Royals","Gujarat Titans","Gujarat Titans","field","Eden Gardens",51.14,62.22,166,"Gujarat Titans"
1312198,"2022","Kolkata","Eliminator","Royal Challengers Bengaluru","Lucknow Super Giants","Lucknow Super Giants","field","Eden Gardens",48.81,55.81,166,"Royal Challengers Bengaluru"
1312199,"2022","Ahmedabad","Qualifier 2","Royal Challengers Bengaluru","Rajasthan Royals","Rajasthan Royals","field","Narendra Modi Stadium, Ahmedabad",48.81,51.14,176,"Rajasthan Royals"
1312200,"2022","Ahmedabad","Final","Rajasthan Royals","Gujarat Titans","Rajasthan Royals","bat","Narendra Modi Stadium, Ahmedabad",51.14,62.22,176,"Gujarat Titans"
1359475,"2023","Ahmedabad","League","Chennai Super Kings","Gujarat Titans","Gujarat Titans","field","Narendra Modi Stadium, Ahmedabad",58.23,62.22,176,"Gujarat Titans"
1359476,"2023","Chandigarh","League","Punjab Kings","Kolkata Knight Riders","Kolkata Knight Riders","field","Punjab Cricket Association IS Bindra Stadium",45.53,52.19,168,"Punjab Kings"
1359477,"2023","Lucknow","League","Lucknow Super Giants","Delhi Capitals","Delhi Capitals","field","Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",55.81,46.00,165,"Lucknow Super Giants"
1359478,"2023","Hyderabad","League","Rajasthan Royals","Sunrisers Hyderabad","Sunrisers Hyderabad","field","Rajiv Gandhi International Stadium",51.14,48.35,163,"Rajasthan Royals"
1359479,"2023","Bengaluru","League","Mumbai Indians","Royal Challengers Bengaluru","Royal Challengers Bengaluru","field","M Chinnaswamy Stadium",55.17,48.81,173,"Royal Challengers Bengaluru"
1359480,"2023","Chennai","League","Chennai Super Kings","Lucknow Super Giants","Lucknow Super Giants","field","MA Chidambaram Stadium",58.23,55.81,164,"Chennai Super Kings"
1359481,"2023","Delhi","League","Delhi Capitals","Gujarat Titans","Gujarat Titans","field","Arun Jaitley Stadium",46.00,62.22,185,"Gujarat Titans"
1359482,"2023","Guwahati","League","Punjab Kings","Rajasthan Royals","Rajasthan Royals","field","Barsapara Cricket Stadium, Guwahati",45.53,51.14,180,"Punjab Kings"
1359483,"2023","Kolkata","League","Kolkata Knight Riders","Royal Challengers Bengaluru","Royal Challengers Bengaluru","field","Eden Gardens",52.19,48.81,166,"Kolkata Knight Riders"
1359484,"2023","Lucknow","League","Sunrisers Hyderabad","Lucknow Super Giants","Sunrisers Hyderabad","bat","Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",48.35,55.81,165,"Lucknow Super Giants"
1359485,"2023","Guwahati","League","Rajasthan Royals","Delhi Capitals","Delhi Capitals","field","Barsapara Cricket Stadium, Guwahati",51.14,46.00,180,"Rajasthan Royals"
1359486,"2023","Mumbai","League","Mumbai Indians","Chennai Super Kings","Chennai Super Kings","field","Wankhede Stadium",55.17,58.23,170,"Chennai Super Kings"
1359487,"2023","Ahmedabad","League","Gujarat Titans","Kolkata Knight Riders","Gujarat Titans","bat","Narendra Modi Stadium, Ahmedabad",62.22,52.19,176,"Kolkata Knight Riders"
1359488,"2023","Hyderabad","League","Punjab Kings","Sunrisers Hyderabad","Sunrisers Hyderabad","field","Rajiv Gandhi International Stadium",45.53,48.35,163,"Sunrisers Hyderabad"
1359489,"2023","Bengaluru","League","Royal Challengers Bengaluru","Lucknow Super Giants","Lucknow Super Giants","field","M Chinnaswamy Stadium",48.81,55.81,173,"Lucknow Super Giants"
1359490,"2023","Delhi","League","Delhi Capitals","Mumbai Indians","Mumbai Indians","field","Arun Jaitley Stadium",46.00,55.17,185,"Mumbai Indians"
1359491,"2023","Chennai","League","Rajasthan Royals","Chennai Super Kings","Chennai Super Kings","field","MA Chidambaram Stadium",51.14,58.23,164,"Rajasthan Royals"
1359492,"2023","Chandigarh","League","Punjab Kings","Gujarat Titans","Gujarat Titans","field","Punjab Cricket Association IS Bindra Stadium",45.53,62.22,168,"Gujarat Titans"
1359493,"2023","Kolkata","League","Sunrisers Hyderabad","Kolkata Knight Riders","Kolkata Knight Riders","field","Eden Gardens",48.35,52.19,166,"Sunrisers Hyderabad"
1359494,"2023","Bengaluru","League","Royal Challengers Bengaluru","Delhi Capitals","Delhi Capitals","field","M Chinnaswamy Stadium",48.81,46.00,173,"Royal Challengers Bengaluru"
1359495,"2023","Lucknow","League","Lucknow Super Giants","Punjab Kings","Punjab Kings","field","Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",55.81,45.53,165,"Punjab Kings"
1359496,"2023","Mumbai","League","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","field","Wankhede Stadium",52.19,55.17,170,"Mumbai Indians"
1359497,"2023","Ahmedabad","League","Gujarat Titans","Rajasthan Royals","Rajasthan Royals","field","Narendra Modi Stadium, Ahmedabad",62.22,51.14,176,"Rajasthan Royals"
1359498,"2023","Bengaluru","League","Chennai Super Kings","Royal Challengers Bengaluru","Royal Challengers Bengaluru","field","M Chinnaswamy Stadium",58.23,48.81,173,"Chennai Super Kings"
1359499,"2023","Hyderabad","League","Mumbai Indians","Sunrisers Hyderabad","Sunrisers Hyderabad","field","Rajiv Gandhi International Stadium",55.17,48.35,163,"Mumbai Indians"
1359500,"2023","Jaipur","League","Lucknow Super Giants","Rajasthan Royals","Rajasthan Royals","field","Sawai Mansingh Stadium",55.81,51.14,162,"Lucknow Super Giants"
1359501,"2023","Chandigarh","League","Royal Challengers Bengaluru","Punjab Kings","Punjab Kings","field","Punjab Cricket Association IS Bindra Stadium",48.81,45.53,168,"Royal Challengers Bengaluru"
1359502,"2023","Delhi","League","Kolkata Knight Riders","Delhi Capitals","Delhi Capitals","field","Arun Jaitley Stadium",52.19,46.00,185,"Delhi Capitals"
1359503,"2023","Chennai","League","Sunrisers Hyderabad","Chennai Super Kings","Chennai Super Kings","field","MA Chidambaram Stadium",48.35,58.23,164,"Chennai Super Kings"
1359504,"2023","Lucknow","League","Gujarat Titans","Lucknow Super Giants","Gujarat Titans","bat","Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",62.22,55.81,165,"Gujarat Titans"
1359505,"2023","Mumbai","League","Punjab Kings","Mumbai Indians","Mumbai Indians","field","Wankhede Stadium",45.53,55.17,170,"Punjab Kings"
1359506,"2023","Bengaluru","League","Royal Challengers Bengaluru","Rajasthan Royals","Rajasthan Royals","field","M Chinnaswamy Stadium",48.81,51.14,173,"Royal Challengers Bengaluru"
1359507,"2023","Kolkata","League","Chennai Super Kings","Kolkata Knight Riders","Kolkata Knight Riders","field","Eden Gardens",58.23,52.19,166,"Chennai Super Kings"
1359508,"2023","Hyderabad","League","Delhi Capitals","Sunrisers Hyderabad","Delhi Capitals","bat","Rajiv Gandhi International Stadium",46.00,48.35,163,"Delhi Capitals"
1359509,"2023","Ahmedabad","League","Gujarat Titans","Mumbai Indians","Mumbai Indians","field","Narendra Modi Stadium, Ahmedabad",62.22,55.17,176,"Gujarat Titans"
1359510,"2023","Bengaluru","League","Kolkata Knight Riders","Royal Challengers Bengaluru","Royal Challengers Bengaluru","field","M Chinnaswamy Stadium",52.19,48.81,173,"Kolkata Knight Riders"
1359511,"2023","Jaipur","League","Rajasthan Royals","Chennai Super Kings","Rajasthan Royals","bat","Sawai Mansingh Stadium",51.14,58.23,162,"Rajasthan Royals"
1359512,"2023","Chandigarh","League","Lucknow Super Giants","Punjab Kings","Punjab Kings","field","Punjab Cricket Association IS Bindra Stadium",55.81,45.53,168,"Lucknow Super Giants"
