"id","season","city","match_type","team1","team2","toss_winner","toss_decision","venue","team1_win_pct","team2_win_pct","venue_avg_score","winner"
1178396,"2019","Jaipur","League","Rajasthan Royals","Kolkata Knight Riders","Kolkata Knight Riders","field","Sawai Mansingh Stadium",51.14,52.19,162,"Kolkata Knight Riders"
1178397,"2019","Chandigarh","League","Sunrisers Hyderabad","Punjab Kings","Punjab Kings","field","Punjab Cricket Association IS Bindra Stadium",48.35,45.53,168,"Punjab Kings"
1178398,"2019","Chennai","League","Kolkata Knight Riders","Chennai Super Kings","Chennai Super Kings","field","MA Chidambaram Stadium",52.19,58.23,164,"Chennai Super Kings"
1178399,"2019","Mumbai","League","Punjab Kings","Mumbai Indians","Mumbai Indians","field","Wankhede Stadium",45.53,55.17,170,"Mumbai Indians"
1178400,"2019","Jaipur","League","Rajasthan Royals","Chennai Super Kings","Chennai Super Kings","field","Sawai Mansingh Stadium",51.14,58.23,162,"Chennai Super Kings"
1178401,"2019","Kolkata","League","Kolkata Knight Riders","Delhi Capitals","Delhi Capitals","field","Eden Gardens",52.19,46.00,166,"Delhi Capitals"
1178402,"2019","Mumbai","League","Mumbai Indians","Rajasthan Royals","Rajasthan Royals","field","Wankhede Stadium",55.17,51.14,170,"Rajasthan Royals"
1178403,"2019","Chandigarh","League","Punjab Kings","Royal Challengers Bengaluru","Royal Challengers Bengaluru","field","Punjab Cricket Association IS Bindra Stadium",45.53,48.81,168,"Royal Challengers Bengaluru"
1178404,"2019","Kolkata","League","Kolkata Knight Riders","Chennai Super Kings","Chennai Super Kings","field","Eden Gardens",52.19,58.23,166,"Chennai Super Kings"
1178405,"2019","Hyderabad","League","Delhi Capitals","Sunrisers Hyderabad","Sunrisers Hyderabad","field","Rajiv Gandhi International Stadium",46.00,48.35,163,"Delhi Capitals"
1178406,"2019","Mumbai","League","Royal Challengers Bengaluru","Mumbai Indians","Mumbai Indians","field","Wankhede Stadium",48.81,55.17,170,"Mumbai Indians"
1178407,"2019","Chandigarh","League","Punjab Kings","Rajasthan Royals","Rajasthan Royals","field","Punjab Cricket Association IS Bindra Stadium",45.53,51.14,168,"Punjab Kings"
1178408,"2019","Hyderabad","League","Chennai Super Kings","Sunrisers Hyderabad","Chennai Super Kings","bat","Rajiv Gandhi International Stadium",58.23,48.35,163,"Sunrisers Hyderabad"
1178409,"2019","Delhi","League","Mumbai Indians","Delhi Capitals","Mumbai Indians","bat","Arun Jaitley Stadium",55.17,46.00,185,"Mumbai Indians"
1178410,"2019","Kolkata","League","Royal Challengers Bengaluru","Kolkata Knight Riders","Kolkata Knight Riders","field","Eden Gardens",48.81,52.19,166,"Royal Challengers Bengaluru"
1178411,"2019","Jaipur","League","Mumbai Indians","Rajasthan Royals","Rajasthan Royals","field","Sawai Mansingh Stadium",55.17,51.14,162,"Rajasthan Royals"
1178412,"2019","Delhi","League","Punjab Kings","Delhi Capitals","Delhi Capitals","field","Arun Jaitley Stadium",45.53,46.00,185,"Delhi Capitals"
1178413,"2019","Hyderabad","League","Kolkata Knight Riders","Sunrisers Hyderabad","Sunrisers Hyderabad","field","Rajiv Gandhi International Stadium",52.19,48.35,163,"Sunrisers Hyderabad"
1178414,"2019","Bengaluru","League","Royal Challengers Bengaluru","Chennai Super Kings","Chennai Super Kings","field","M Chinnaswamy Stadium",48.81,58.23,173,"Royal Challengers Bengaluru"
1178415,"2019","Jaipur","League","Rajasthan Royals","Delhi Capitals","Delhi Capitals","field","Sawai Mansingh Stadium",51.14,46.00,162,"Delhi Capitals"
1178416,"2019","Chennai","League","Sunrisers Hyderabad","Chennai Super Kings","Chennai Super Kings","field","MA Chidambaram Stadium",48.35,58.23,164,"Chennai Super Kings"
1178417,"2019","Bengaluru","League","Royal Challengers Bengaluru","Punjab Kings","Punjab Kings","field","M Chinnaswamy Stadium",48.81,45.53,173,"Royal Challengers Bengaluru"
1178418,"2019","Kolkata","League","Kolkata Knight Riders","Rajasthan Royals","Rajasthan Royals","field","Eden Gardens",52.19,51.14,166,"Rajasthan Royals"
1178419,"2019","Chennai","League","Mumbai Indians","Chennai Super Kings","Chennai Super Kings","field","MA Chidambaram Stadium",55.17,58.23,164,"Mumbai Indians"
1178420,"2019","Jaipur","League","Sunrisers Hyderabad","Rajasthan Royals","Rajasthan Royals","field","Sawai Mansingh Stadium",48.35,51.14,162,"Rajasthan Royals"
1178421,"2019","Delhi","League","Delhi Capitals","Royal Challengers Bengaluru","Delhi Capitals","bat","Arun Jaitley Stadium",46.00,48.81,185,"Delhi Capitals"
1178422,"2019","Kolkata","League","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","field","Eden Gardens",52.19,55.17,166,"Kolkata Knight Riders"
1178423,"2019","Hyderabad","League","Sunrisers Hyderabad","Punjab Kings","Punjab Kings","field","Rajiv Gandhi International Stadium",48.35,45.53,163,"Sunrisers Hyderabad"
1178425,"2019","Chennai","League","Chennai Super Kings","Delhi Capitals","Delhi Capitals","field","MA Chidambaram Stadium",58.23,46.00,164,"Chennai Super Kings"
1178426,"2019","Mumbai","League","Mumbai Indians","Sunrisers Hyderabad","Mumbai Indians","bat","Wankhede Stadium",55.17,48.35,170,"Mumbai Indians"
1178427,"2019","Chandigarh","League","Punjab Kings","Kolkata Knight Riders","Kolkata Knight Riders","field","Punjab Cricket Association IS Bindra Stadium",45.53,52.19,168,"Kolkata Knight Riders"
1178428,"2019","Delhi","League","Rajasthan Royals","Delhi Capitals","Rajasthan Royals","bat","Arun Jaitley Stadium",51.14,46.00,185,"Delhi Capitals"
1178429,"2019","Bengaluru","League","Sunrisers Hyderabad","Royal Challengers Bengaluru","Royal Challengers Bengaluru","field","M Chinnaswamy Stadium",48.35,48.81,173,"Royal Challengers Bengaluru"
1178430,"2019","Chandigarh","League","Chennai Super Kings","Punjab Kings","Punjab Kings","field","Punjab Cricket Association IS Bindra Stadium",58.23,45.53,168,"Punjab Kings"
1178431,"2019","Mumbai","League","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","field","Wankhede Stadium",52.19,55.17,170,"Mumbai Indians"
1181764,"2019","Chennai","Qualifier 1","Chennai Super Kings","Mumbai Indians","Chennai Super Kings","bat","MA Chidambaram Stadium",58.23,55.17,164,"Mumbai Indians"
1181766,"2019","Visakhapatnam","Eliminator","Sunrisers Hyderabad","Delhi Capitals","Delhi Capitals","field","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",48.35,46.00,167,"Delhi Capitals"
1181767,"2019","Visakhapatnam","Qualifier 2","Delhi Capitals","Chennai Super Kings","Chennai Super Kings","field","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",46.00,58.23,167,"Chennai Super Kings"
1181768,"2019","Hyderabad","Final","Mumbai Indians","Chennai Super Kings","Mumbai Indians","bat","Rajiv Gandhi International Stadium",55.17,58.23,163,"Mumbai Indians"
1216492,"2020","Abu Dhabi","League","Mumbai Indians","Chennai Super Kings","Chennai Super Kings","field","Sheikh Zayed Stadium",55.17,58.23,159,"Chennai Super Kings"
1216493,"2020","NA","League","Delhi Capitals","Punjab Kings","Punjab Kings","field","Dubai International Cricket Stadium",46.00,45.53,164,"Delhi Capitals"
1216494,"2020","Abu Dhabi","League","Kolkata Knight Riders","Royal Challengers Bengaluru","Kolkata Knight Riders","bat","Sheikh Zayed Stadium",52.19,48.81,159,"Royal Challengers Bengaluru"
1216495,"2020","NA","League","Mumbai Indians","Sunrisers Hyderabad","Sunrisers Hyderabad","field","Sharjah Cricket Stadium",55.17,48.35,159,"Sunrisers Hyderabad"
1216496,"2020","NA","League","Rajasthan Royals","Chennai Super Kings","Chennai Super Kings","field","Sharjah Cricket Stadium",51.14,58.23,159,"Rajasthan Royals"
1216497,"2020","Abu Dhabi","League","Kolkata Knight Riders","Delhi Capitals","Delhi Capitals","field","Sheikh Zayed Stadium",52.19,46.00,159,"Kolkata Knight Riders"
1216498,"2020","NA","League","Punjab Kings","Sunrisers Hyderabad","Sunrisers Hyderabad","field","Dubai International Cricket Stadium",45.53,48.35,164,"Punjab Kings"
1216499,"2020","Abu Dhabi","League","Royal Challengers Bengaluru","Mumbai Indians","Mumbai Indians","field","Sheikh Zayed Stadium",48.81,55.17,159,"Mumbai Indians"
1216500,"2020","NA","League","Delhi Capitals","Rajasthan Royals","Rajasthan Royals","field","Sharjah Cricket Stadium",46.00,51.14,159,"Delhi Capitals"
1216501,"2020","Abu Dhabi","League","Kolkata Knight Riders","Chennai Super Kings","Kolkata Knight Riders","bat","Sheikh Zayed Stadium",52.19,58.23,159,"Kolkata Knight Riders"
1216502,"2020","NA","League","Royal Challengers Bengaluru","Sunrisers Hyderabad","Sunrisers Hyderabad","field","Sharjah Cricket Stadium",48.81,48.35,159,"Sunrisers Hyderabad"
1216503,"2020","Abu Dhabi","League","Mumbai Indians","Punjab Kings","Punjab Kings","field","Sheikh Zayed Stadium",55.17,45.53,159,"Mumbai Indians"
1216504,"2020","NA","League","Kolkata Knight Riders","Rajasthan Royals","Rajasthan Royals","field","Dubai International Cricket Stadium",52.19,51.14,164,"Kolkata Knight Riders"
1216505,"2020","Abu Dhabi","League","Royal Challengers Bengaluru","Delhi Capitals","Delhi Capitals","field","Sheikh Zayed Stadium",48.81,46.00,159,"Delhi Capitals"
1216506,"2020","Abu Dhabi","League","Punjab Kings","Chennai Super Kings","Chennai Super Kings","field","Sheikh Zayed Stadium",45.53,58.23,159,"Chennai Super Kings"
1216507,"2020","NA","League","Sunrisers Hyderabad","Rajasthan Royals","Sunrisers Hyderabad","bat","Dubai International Cricket Stadium",48.35,51.14,164,"Rajasthan Royals"
1216508,"2020","Abu Dhabi","League","Mumbai Indians","Kolkata Knight Riders","Kolkata Knight Riders","field","Sheikh Zayed Stadium",55.17,52.19,159,"Mumbai Indians"
1216509,"2020","NA","League","Chennai Super Kings","Delhi Capitals","Chennai Super Kings","bat","Sharjah Cricket Stadium",58.23,46.00,159,"Delhi Capitals"
1216510,"2020","NA","League","Punjab Kings","Royal Challengers Bengaluru","Royal Challengers Bengaluru","field","Dubai International Cricket Stadium",45.53,48.81,164,"Punjab Kings"
1216511,"2020","Abu Dhabi","League","Mumbai Indians","Rajasthan Royals","Mumbai Indians","bat","Sheikh Zayed Stadium",55.17,51.14,159,"Mumbai Indians"
1216512,"2020","Abu Dhabi","League","Kolkata Knight Riders","Sunrisers Hyderabad","Sunrisers Hyderabad","field","Sheikh Zayed Stadium",52.19,48.35,159,"Kolkata Knight Riders"
1216513,"2020","NA","League","Punjab Kings","Chennai Super Kings","Punjab Kings","bat","Dubai International Cricket Stadium",45.53,58.23,164,"Chennai Super Kings"
1216514,"2020","Abu Dhabi","League","Rajasthan Royals","Royal Challengers Bengaluru","Rajasthan Royals","bat","Sheikh Zayed Stadium",51.14,48.81,159,"Royal Challengers Bengaluru"
1216515,"2020","NA","League","Delhi Capitals","Kolkata Knight Riders","Kolkata Knight Riders","field","Sharjah Cricket Stadium",46.00,52.19,159,"Delhi Capitals"
1216516,"2020","NA","League","Sunrisers Hyderabad","Chennai Super Kings","Sunrisers Hyderabad","bat","Dubai International Cricket Stadium",48.35,58.23,164,"Sunrisers Hyderabad"
1216517,"2020","NA","League","Mumbai Indians","Punjab Kings","Mumbai Indians","bat","Dubai International Cricket Stadium",55.17,45.53,164,"Punjab Kings"
1216518,"2020","NA","League","Rajasthan Royals","Sunrisers Hyderabad","Sunrisers Hyderabad","field","Dubai International Cricket Stadium",51.14,48.35,164,"Sunrisers Hyderabad"
1216519,"2020","NA","League","Delhi Capitals","Royal Challengers Bengaluru","Royal Challengers Bengaluru","field","Dubai International Cricket Stadium",46.00,48.81,164,"Delhi Capitals"
1216520,"2020","NA","League","Kolkata Knight Riders","Punjab Kings","Punjab Kings","field","Sharjah Cricket Stadium",52.19,45.53,159,"Punjab Kings"
1216521,"2020","NA","League","Chennai Super Kings","Mumbai Indians","Mumbai Indians","field","Sharjah Cricket Stadium",58.23,55.17,159,"Mumbai Indians"
1216522,"2020","NA","League","Rajasthan Royals","Royal Challengers Bengaluru","Rajasthan Royals","bat","Dubai International Cricket Stadium",51.14,48.81,164,"Royal Challengers Bengaluru"
1216523,"2020","Abu Dhabi","League","Kolkata Knight Riders","Punjab Kings","Kolkata Knight Riders","bat","Sheikh Zayed Stadium",52.19,45.53,159,"Kolkata Knight Riders"
1216524,"2020","NA","League","Sunrisers Hyderabad","Delhi Capitals","Delhi Capitals","field","Dubai International Cricket Stadium",48.35,46.00,164,"Sunrisers Hyderabad"
1216525,"2020","NA","League","Royal Challengers Bengaluru","Chennai Super Kings","Royal Challengers Bengaluru","bat","Dubai International Cricket Stadium",48.81,58.23,164,"Royal Challengers Bengaluru"
1216526,"2020","Abu Dhabi","League","Kolkata Knight Riders","Mumbai Indians","Kolkata Knight Riders","bat","Sheikh Zayed Stadium",52.19,55.17,159,"Mumbai Indians"
1216527,"2020","NA","League","Punjab Kings","Rajasthan Royals","Rajasthan Royals","field","Sharjah Cricket Stadium",45.53,51.14,159,"Rajasthan Royals"
1216528,"2020","NA","League","Chennai Super Kings","Sunrisers Hyderabad","Chennai Super Kings","bat","Dubai International Cricket Stadium",58.23,48.35,164,"Chennai Super Kings"
1216529,"2020","Abu Dhabi","League","Delhi Capitals","Mumbai Indians","Delhi Capitals","bat","Sheikh Zayed Stadium",46.00,55.17,159,"Mumbai Indians"
1216530,"2020","NA","League","Kolkata Knight Riders","Rajasthan Royals","Rajasthan Royals","field","Dubai International Cricket Stadium",52.19,51.14,164,"Kolkata Knight Riders"
1216531,"2020","NA","League","Royal Challengers Bengaluru","Punjab Kings","Royal Challengers Bengaluru","bat","Sharjah Cricket Stadium",48.81,45.53,159,"Punjab Kings"
1216532,"2020","Abu Dhabi","League","Sunrisers Hyderabad","Delhi Capitals","Delhi Capitals","field","Sheikh Zayed Stadium",48.35,46.00,159,"Sunrisers Hyderabad"
1216533,"2020","Abu Dhabi","League","Chennai Super Kings","Rajasthan Royals","Chennai Super Kings","bat","Sheikh Zayed Stadium",58.23,51.14,159,"Rajasthan Royals"
1216534,"2020","NA","League","Royal Challengers Bengaluru","Sunrisers Hyderabad","Sunrisers Hyderabad","field","Dubai International Cricket Stadium",48.81,48.35,164,"Royal Challengers Bengaluru"
1216535,"2020","NA","League","Delhi Capitals","Mumbai Indians","Mumbai Indians","field","Dubai International Cricket Stadium",46.00,55.17,164,"Mumbai Indians"
1216536,"2020","NA","League","Kolkata Knight Riders","Chennai Super Kings","Chennai Super Kings","field","Dubai International Cricket Stadium",52.19,58.23,164,"Chennai Super Kings"
1216537,"2020","Abu Dhabi","League","Punjab Kings","Rajasthan Royals","Rajasthan Royals","field","Sheikh Zayed Stadium",45.53,51.14,159,"Rajasthan Royals"
1216538,"2020","NA","League","Mumbai Indians","Sunrisers Hyderabad","Mumbai Indians","bat","Sharjah Cricket Stadium",55.17,48.35,159,"Mumbai Indians"
1216539,"2020","NA","League","Delhi Capitals","Chennai Super Kings","Chennai Super Kings","field","Dubai International Cricket Stadium",46.00,58.23,164,"Delhi Capitals"
1216540,"2020","NA","League","Royal Challengers Bengaluru","Kolkata Knight Riders","Royal Challengers Bengaluru","bat","Sharjah Cricket Stadium",48.81,52.19,159,"Royal Challengers Bengaluru"
1216541,"2020","Abu Dhabi","League","Mumbai Indians","Rajasthan Royals","Mumbai Indians","bat","Sheikh Zayed Stadium",55.17,51.14,159,"Rajasthan Royals"
1216542,"2020","NA","League","Sunrisers Hyderabad","Punjab Kings","Sunrisers Hyderabad","bat","Dubai International Cricket Stadium",48.35,45.53,164,"Sunrisers Hyderabad"
1216543,"2020","NA","League","Delhi Capitals","Rajasthan Royals","Delhi Capitals","bat","Dubai International Cricket Stadium",46.00,51.14,164,"Delhi Capitals"
1216544,"2020","NA","League","Royal Challengers Bengaluru","Chennai Super Kings","Royal Challengers Bengaluru","bat","Dubai International Cricket Stadium",48.81,58.23,164,"Chennai Super Kings"
1216545,"2020","Abu Dhabi","League","Sunrisers Hyderabad","Kolkata Knight Riders","Sunrisers Hyderabad","bat","Sheikh Zayed Stadium",48.35,52.19,159,"Kolkata Knight Riders"
1216546,"2020","NA","League","Delhi Capitals","Punjab Kings","Delhi Capitals","bat","Dubai International Cricket Stadium",46.00,45.53,164,"Punjab Kings"
1216547,"2020","NA","League","Royal Challengers Bengaluru","Mumbai Indians","Mumbai Indians","field","Dubai International Cricket Stadium",48.81,55.17,164,"Royal Challengers Bengaluru"
1237177,"2020","NA","Qualifier 1","Mumbai Indians","Delhi Capitals","Delhi Capitals","field","Dubai International Cricket Stadium",55.17,46.00,164,"Mumbai Indians"
1237178,"2020","Abu Dhabi","Eliminator","Royal Challengers Bengaluru","Sunrisers Hyderabad","Sunrisers Hyderabad","field","Sheikh Zayed Stadium",48.81,48.35,159,"Sunrisers Hyderabad"
1237180,"2020","Abu Dhabi","Qualifier 2","Delhi Capitals","Sunrisers Hyderabad","Delhi Capitals","bat","Sheikh Zayed Stadium",46.00,48.35,159,"Delhi Capitals"
1237181,"2020","NA","Final","Delhi Capitals","Mumbai Indians","Delhi Capitals","bat","Dubai International Cricket Stadium",46.00,55.17,164,"Mumbai Indians"
1254058,"2021","Chennai","League","Mumbai Indians","Royal Challengers Bengaluru","Royal Challengers Bengaluru","field","MA Chidambaram Stadium",55.17,48.81,164,"Royal Challengers Bengaluru"
1254059,"2021","Mumbai","League","Chennai Super Kings","Delhi Capitals","Delhi Capitals","field","Wankhede Stadium",58.23,46.00,170,"Delhi Capitals"
1254060,"2021","Chennai","League","Kolkata Knight Riders","Sunrisers Hyderabad","Sunrisers Hyderabad","field","MA Chidambaram Stadium",52.19,48.35,164,"Kolkata Knight Riders"
1254061,"2021","Mumbai","League","Punjab Kings","Rajasthan Royals","Rajasthan Royals","field","Wankhede Stadium",45.53,51.14,170,"Punjab Kings"
1254062,"2021","Chennai","League","Mumbai Indians","Kolkata Knight Riders","Kolkata Knight Riders","field","MA Chidambaram Stadium",55.17,52.19,164,"Mumbai Indians"
1254063,"2021","Chennai","League","Royal Challengers Bengaluru","Sunrisers Hyderabad","Sunrisers Hyderabad","field","MA Chidambaram Stadium",48.81,48.35,164,"Royal Challengers Bengaluru"
1254064,"2021","Mumbai","League","Delhi Capitals","Rajasthan Royals","Rajasthan Royals","field","Wankhede Stadium",46.00,51.14,170,"Rajasthan Royals"
1254065,"2021","Mumbai","League","Punjab Kings","Chennai Super Kings","Chennai Super Kings","field","Wankhede Stadium",45.53,58.23,170,"Chennai Super Kings"
1254066,"2021","Chennai","League","Mumbai Indians","Sunrisers Hyderabad","Mumbai Indians","bat","MA Chidambaram Stadium",55.17,48.35,164,"Mumbai Indians"
